date,os,visits
2/4/2022,Android,184
2/4/2022,Linux,182
2/4/2022,(not set),178
2/4/2022,FreeBSD,175
2/4/2022,(not set),138
2/4/2022,(not set),138
2/4/2022,Windows,137
2/4/2022,(not set),134
2/4/2022,Samsung,134
2/4/2022,(not set),130
2/4/2022,Linux,125
2/4/2022,Android,120
2/4/2022,Windows,119
2/4/2022,SymbianOS,107
2/4/2022,Playstation 3,102
2/4/2022,(not set),99
2/4/2022,(not set),95
2/4/2022,Xbox,90
2/4/2022,Sony,85
2/4/2022,Linux,84
2/4/2022,NetBSD,82
2/4/2022,(not set),81
2/4/2022,iOS,78
2/4/2022,(not set),76
2/4/2022,(not set),74
2/4/2022,OpenBSD,73
2/4/2022,Android,73
2/4/2022,iOS,72
2/4/2022,Android,70
2/4/2022,iOS,69
2/4/2022,Macintosh,69
2/4/2022,Tizen,67
2/4/2022,(not set),66
2/4/2022,OpenBSD,65
2/4/2022,iOS,63
2/4/2022,iOS,62
2/4/2022,(not set),62
2/4/2022,(not set),62
2/4/2022,(not set),60
2/4/2022,Macintosh,60
2/4/2022,Windows,59
2/4/2022,(not set),59
2/4/2022,Linux,58
2/4/2022,(not set),56
2/4/2022,NetBSD,50
2/4/2022,Windows,48
2/4/2022,(not set),48
2/4/2022,iOS,45
2/4/2022,(not set),44
2/4/2022,SymbianOS,43
2/4/2022,OS/2,40
2/4/2022,FreeBSD,39
2/4/2022,Android,39
2/4/2022,(not set),37
2/4/2022,(not set),36
2/4/2022,(not set),34
2/4/2022,(not set),33
2/4/2022,(not set),33
2/4/2022,iOS,32
2/4/2022,iOS,31
2/4/2022,Linux,31
2/4/2022,(not set),30
2/4/2022,SymbianOS,28
2/4/2022,Playstation Vita,28
2/4/2022,Android,28
2/4/2022,iOS,27
2/4/2022,SunOS,27
2/4/2022,(not set),26
2/4/2022,(not set),26
2/4/2022,Linux,26
2/4/2022,Android,26
2/4/2022,(not set),25
2/4/2022,Windows,25
2/4/2022,Android,25
2/4/2022,(not set),24
2/4/2022,(not set),24
2/4/2022,Nintendo 3DS,24
2/4/2022,iOS,23
2/4/2022,Linux,23
2/4/2022,iOS,23
2/4/2022,(not set),23
2/4/2022,Nintendo 3DS,22
2/4/2022,iOS,22
2/4/2022,(not set),22
2/4/2022,(not set),21
2/4/2022,SymbianOS,21
2/4/2022,(not set),21
2/4/2022,Android,21
2/4/2022,(not set),21
2/4/2022,(not set),20
2/4/2022,Macintosh,20
2/4/2022,(not set),19
2/4/2022,(not set),19
2/4/2022,(not set),19
2/4/2022,(not set),18
2/4/2022,(not set),18
2/4/2022,(not set),18
2/4/2022,(not set),18
2/4/2022,(not set),18
2/4/2022,(not set),17
2/4/2022,Macintosh,17
2/4/2022,(not set),17
2/4/2022,(not set),17
2/4/2022,(not set),17
2/4/2022,Linux,16
2/4/2022,Android,16
2/4/2022,(not set),16
2/4/2022,NetBSD,16
2/4/2022,(not set),16
2/4/2022,(not set),15
2/4/2022,(not set),15
2/4/2022,iOS,15
2/4/2022,Tizen,15
2/4/2022,(not set),15
2/4/2022,(not set),15
2/4/2022,(not set),15
2/4/2022,BlackBerry,14
2/4/2022,Windows,14
2/4/2022,Android,14
2/4/2022,(not set),14
2/4/2022,PalmOS,13
2/4/2022,(not set),13
2/4/2022,Android,13
2/4/2022,(not set),13
2/4/2022,SymbianOS,13
2/4/2022,(not set),13
2/4/2022,Nokia,13
2/4/2022,BlackBerry,13
2/4/2022,(not set),13
2/4/2022,(not set),13
2/4/2022,(not set),12
2/4/2022,Macintosh,12
2/4/2022,(not set),12
2/4/2022,IRIX,12
2/4/2022,Nokia,12
2/4/2022,SymbianOS,12
2/4/2022,iOS,12
2/4/2022,iOS,11
2/4/2022,(not set),11
2/4/2022,Macintosh,11
2/4/2022,(not set),11
2/4/2022,(not set),11
2/4/2022,FreeBSD,11
2/4/2022,NetBSD,11
2/4/2022,(not set),11
2/4/2022,Sony,11
2/5/2022,iOS,18679286
2/5/2022,Android,10519076
2/5/2022,Windows,6893406
2/5/2022,Macintosh,2856383
2/5/2022,Windows,2169486
2/5/2022,Macintosh,1681230
2/5/2022,iOS,1673972
2/5/2022,Android,1121783
2/5/2022,Windows,769472
2/5/2022,iOS,641003
2/5/2022,Android,616564
2/5/2022,Linux,496694
2/5/2022,Chrome OS,416791
2/5/2022,Windows,165337
2/5/2022,Macintosh,161042
2/5/2022,Android,103969
2/5/2022,iOS,103385
2/5/2022,Android,101058
2/5/2022,Windows,86990
2/5/2022,Linux,58722
2/5/2022,(not set),58127
2/5/2022,Android,57048
2/5/2022,iOS,40706
2/5/2022,Linux,26246
2/5/2022,Macintosh,21924
2/5/2022,Android,15863
2/5/2022,Android,15397
2/5/2022,Windows,10673
2/5/2022,(not set),9591
2/5/2022,Linux,9372
2/5/2022,Macintosh,9306
2/5/2022,Android,7698
2/5/2022,(not set),7540
2/5/2022,Macintosh,6062
2/5/2022,(not set),4582
2/5/2022,(not set),4382
2/5/2022,Linux,4147
2/5/2022,iOS,3158
2/5/2022,Android,3069
2/5/2022,Windows,2615
2/5/2022,Windows,2382
2/5/2022,Tizen,2293
2/5/2022,Linux,2268
2/5/2022,Windows,2018
2/5/2022,Linux,1782
2/5/2022,(not set),1749
2/5/2022,OS/2,1601
2/5/2022,Android,1544
2/5/2022,(not set),1365
2/5/2022,Windows,1043
2/5/2022,BlackBerry,1018
2/5/2022,iOS,860
2/5/2022,(not set),842
2/5/2022,Playstation 4,802
2/5/2022,(not set),720
2/5/2022,(not set),703
2/5/2022,iOS,701
2/5/2022,Windows,675
2/5/2022,(not set),622
2/5/2022,Windows Phone,566
2/5/2022,Android,554
2/5/2022,Android,550
2/5/2022,(not set),549
2/5/2022,(not set),543
2/5/2022,iOS,459
2/5/2022,(not set),430
2/5/2022,Android,401
2/5/2022,iOS,370
2/5/2022,Linux,329
2/5/2022,Windows Phone,317
2/5/2022,Macintosh,311
2/5/2022,iOS,304
2/5/2022,iOS,285
2/5/2022,Android,281
2/5/2022,(not set),271
2/5/2022,(not set),268
2/5/2022,Firefox OS,264
2/5/2022,Android,260
2/5/2022,(not set),257
2/5/2022,(not set),252
2/5/2022,(not set),251
2/5/2022,FreeBSD,237
2/5/2022,iOS,225
2/5/2022,UNIX,213
2/5/2022,(not set),197
2/5/2022,(not set),197
2/5/2022,(not set),189
2/5/2022,(not set),176
2/5/2022,(not set),165
2/5/2022,(not set),161
2/5/2022,Linux,160
2/5/2022,BlackBerry,153
2/5/2022,Samsung,145
2/5/2022,(not set),133
2/5/2022,Windows,133
2/5/2022,Macintosh,131
2/5/2022,OpenBSD,130
2/5/2022,(not set),124
2/5/2022,(not set),115
2/5/2022,Windows,111
2/5/2022,(not set),110
2/5/2022,iOS,107
2/5/2022,Linux,100
2/5/2022,Playstation 3,99
2/5/2022,SymbianOS,86
2/5/2022,NetBSD,84
2/5/2022,Xbox,82
2/5/2022,Android,81
2/5/2022,Android,79
2/5/2022,iOS,79
2/5/2022,(not set),78
2/5/2022,Macintosh,76
2/5/2022,Sony,76
2/5/2022,(not set),75
2/5/2022,(not set),75
2/5/2022,iOS,73
2/5/2022,iOS,72
2/5/2022,(not set),71
2/5/2022,Linux,68
2/5/2022,(not set),67
2/5/2022,(not set),67
2/5/2022,Android,66
2/5/2022,(not set),61
2/5/2022,Linux,58
2/5/2022,(not set),57
2/5/2022,(not set),55
2/5/2022,Android,55
2/5/2022,Macintosh,54
2/5/2022,SunOS,50
2/5/2022,iOS,49
2/5/2022,(not set),49
2/5/2022,Android,48
2/5/2022,(not set),47
2/5/2022,(not set),47
2/5/2022,(not set),46
2/5/2022,Windows,42
2/5/2022,SymbianOS,41
2/5/2022,iOS,40
2/5/2022,FreeBSD,39
2/5/2022,Android,39
2/5/2022,iOS,38
2/5/2022,Tizen,37
2/5/2022,iOS,37
2/5/2022,(not set),36
2/5/2022,OS/2,35
2/5/2022,(not set),33
2/5/2022,Windows,32
2/5/2022,(not set),30
2/5/2022,Linux,30
2/5/2022,OpenBSD,29
2/5/2022,(not set),28
2/5/2022,(not set),28
2/5/2022,(not set),28
2/5/2022,NetBSD,26
2/5/2022,(not set),26
2/5/2022,Linux,26
2/5/2022,Playstation Vita,25
2/5/2022,Android,24
2/5/2022,iOS,24
2/5/2022,(not set),24
2/5/2022,Android,24
2/5/2022,Linux,23
2/5/2022,iOS,22
2/5/2022,(not set),22
2/5/2022,Nintendo 3DS,22
2/5/2022,(not set),21
2/5/2022,SymbianOS,21
2/5/2022,iOS,21
2/5/2022,(not set),20
2/5/2022,Linux,19
2/5/2022,Windows,19
2/5/2022,(not set),19
2/5/2022,Android,19
2/5/2022,(not set),19
2/5/2022,(not set),18
2/5/2022,(not set),18
2/5/2022,SymbianOS,18
2/5/2022,iOS,18
2/5/2022,Android,18
2/5/2022,SymbianOS,17
2/5/2022,(not set),17
2/5/2022,(not set),17
2/5/2022,(not set),17
2/5/2022,(not set),17
2/5/2022,(not set),17
2/5/2022,iOS,16
2/5/2022,(not set),16
2/5/2022,(not set),16
2/5/2022,(not set),16
2/5/2022,(not set),16
2/5/2022,Macintosh,16
2/5/2022,(not set),15
2/5/2022,Linux,15
2/5/2022,(not set),15
2/5/2022,(not set),15
2/5/2022,(not set),15
2/5/2022,iOS,14
2/5/2022,(not set),14
2/5/2022,Macintosh,14
2/5/2022,Nintendo 3DS,14
2/5/2022,(not set),14
2/5/2022,(not set),14
2/5/2022,Android,13
2/5/2022,PalmOS,13
2/5/2022,Macintosh,13
2/5/2022,SymbianOS,13
2/5/2022,Nokia,13
2/5/2022,FreeBSD,13
2/5/2022,(not set),12
2/5/2022,BlackBerry,12
2/5/2022,(not set),12
2/5/2022,iOS,12
2/5/2022,Windows,12
2/5/2022,Sony,12
2/5/2022,iOS,12
2/5/2022,BlackBerry,11
2/5/2022,iOS,11
2/5/2022,iOS,11
2/5/2022,PalmOS,11
2/5/2022,NetBSD,11
2/5/2022,Macintosh,11
2/5/2022,Linux,11
2/5/2022,Nintendo WiiU,11
2/5/2022,OS/2,11
2/5/2022,(not set),11
2/6/2022,iOS,16129338
2/6/2022,Android,9277382
2/6/2022,Windows,7418259
2/6/2022,Macintosh,2984327
2/6/2022,Windows,2260742
2/6/2022,Macintosh,2049342
2/6/2022,iOS,1500738
2/6/2022,Android,951205
2/6/2022,Windows,776101
2/6/2022,iOS,535123
2/6/2022,Android,526228
2/6/2022,Linux,506029
2/6/2022,Chrome OS,478133
2/6/2022,Macintosh,173749
2/6/2022,Windows,156719
2/6/2022,iOS,101502
2/6/2022,Android,93326
2/6/2022,Windows,93058
2/6/2022,Android,87846
2/6/2022,Linux,63642
2/6/2022,Android,57164
2/6/2022,(not set),51900
2/6/2022,(not set),42861
2/6/2022,iOS,26317
2/6/2022,Linux,24490
2/6/2022,Macintosh,20381
2/6/2022,Android,15811
2/6/2022,Windows,11342
2/6/2022,Macintosh,10869
2/6/2022,Android,9868
2/6/2022,(not set),9596
2/6/2022,Linux,9589
2/6/2022,(not set),7554
2/6/2022,Macintosh,6949
2/6/2022,Android,5881
2/6/2022,(not set),4966
2/6/2022,Windows,4222
2/6/2022,Linux,4111
2/6/2022,Android,3558
2/6/2022,Windows,3010
2/6/2022,iOS,2420
2/6/2022,Windows,2287
2/6/2022,Tizen,2253
2/6/2022,Linux,2217
2/6/2022,(not set),2015
2/6/2022,Linux,1791
2/6/2022,(not set),1683
2/6/2022,OS/2,1462
2/6/2022,Android,1413
2/6/2022,(not set),939
2/6/2022,BlackBerry,845
2/6/2022,iOS,838
2/6/2022,(not set),787
2/6/2022,iOS,762
2/6/2022,Playstation 4,738
2/6/2022,(not set),720
2/6/2022,(not set),704
2/6/2022,Windows,648
2/6/2022,(not set),628
2/6/2022,(not set),556
2/6/2022,Windows Phone,519
2/6/2022,Windows,505
2/6/2022,Android,448
2/6/2022,(not set),428
2/6/2022,Android,409
2/6/2022,iOS,402
2/6/2022,Android,381
2/6/2022,iOS,372
2/6/2022,Linux,367
2/6/2022,Windows Phone,327
2/6/2022,Firefox OS,313
2/6/2022,Macintosh,300
2/6/2022,(not set),297
2/6/2022,Android,276
2/6/2022,iOS,275
2/6/2022,Android,270
2/6/2022,(not set),261
2/6/2022,(not set),256
2/6/2022,(not set),253
2/6/2022,(not set),246
2/6/2022,UNIX,231
2/6/2022,iOS,231
2/6/2022,(not set),219
2/6/2022,FreeBSD,219
2/6/2022,iOS,214
2/6/2022,(not set),189
2/6/2022,BlackBerry,167
2/6/2022,(not set),159
2/6/2022,(not set),154
2/6/2022,(not set),153
2/6/2022,Linux,151
2/6/2022,(not set),147
2/6/2022,Macintosh,135
2/6/2022,(not set),126
2/6/2022,Windows,123
2/6/2022,Samsung,121
2/6/2022,Windows,111
2/6/2022,(not set),110
2/6/2022,Playstation 3,109
2/6/2022,iOS,108
2/6/2022,(not set),106
2/6/2022,Linux,103
2/6/2022,iOS,98
2/6/2022,(not set),97
2/6/2022,OpenBSD,94
2/6/2022,(not set),91
2/6/2022,(not set),90
2/6/2022,Macintosh,89
2/6/2022,Macintosh,84
2/6/2022,Android,82
2/6/2022,NetBSD,80
2/6/2022,SymbianOS,74
2/6/2022,Android,74
2/6/2022,Linux,71
2/6/2022,Linux,68
2/6/2022,(not set),67
2/6/2022,(not set),67
2/6/2022,Xbox,65
2/6/2022,Sony,65
2/6/2022,Windows,62
2/6/2022,iOS,61
2/6/2022,iOS,59
2/6/2022,(not set),57
2/6/2022,Android,57
2/6/2022,(not set),54
2/6/2022,Windows,52
2/6/2022,(not set),52
2/6/2022,iOS,51
2/6/2022,Linux,51
2/6/2022,SunOS,49
2/6/2022,FreeBSD,47
2/6/2022,Android,47
2/6/2022,Android,46
2/6/2022,(not set),45
2/6/2022,(not set),43
2/6/2022,iOS,43
2/6/2022,(not set),43
2/6/2022,Android,41
2/6/2022,Android,41
2/6/2022,SymbianOS,40
2/6/2022,(not set),38
2/6/2022,(not set),38
2/6/2022,OS/2,36
2/6/2022,iOS,35
2/6/2022,(not set),34
2/6/2022,(not set),34
2/6/2022,(not set),31
2/6/2022,(not set),30
2/6/2022,(not set),30
2/6/2022,iOS,29
2/6/2022,iOS,29
2/6/2022,(not set),29
2/6/2022,Windows,28
2/6/2022,Android,28
2/6/2022,(not set),27
2/6/2022,Linux,27
2/6/2022,Linux,26
2/6/2022,iOS,25
2/6/2022,NetBSD,25
2/6/2022,(not set),25
2/6/2022,(not set),25
2/6/2022,OpenBSD,24
2/6/2022,(not set),23
2/6/2022,(not set),23
2/6/2022,(not set),23
2/6/2022,(not set),23
2/6/2022,iOS,23
2/6/2022,iOS,22
2/6/2022,Linux,22
2/6/2022,(not set),22
2/6/2022,Playstation Vita,22
2/6/2022,SymbianOS,21
2/6/2022,(not set),20
2/6/2022,(not set),20
2/6/2022,(not set),19
2/6/2022,OS/2,19
2/6/2022,Nintendo 3DS,18
2/6/2022,iOS,18
2/6/2022,Macintosh,18
2/6/2022,Macintosh,17
2/6/2022,(not set),16
2/6/2022,Macintosh,16
2/6/2022,(not set),16
2/6/2022,SymbianOS,16
2/6/2022,Windows,16
2/6/2022,iOS,15
2/6/2022,(not set),15
2/6/2022,(not set),15
2/6/2022,(not set),15
2/6/2022,Android,15
2/6/2022,(not set),15
2/6/2022,(not set),14
2/6/2022,SymbianOS,14
2/6/2022,(not set),13
2/6/2022,iOS,13
2/6/2022,(not set),13
2/6/2022,(not set),13
2/6/2022,(not set),13
2/6/2022,(not set),12
2/6/2022,(not set),12
2/6/2022,Macintosh,12
2/6/2022,Samsung,12
2/6/2022,Nintendo Wii,12
2/6/2022,(not set),11
2/6/2022,(not set),11
2/6/2022,NetBSD,11
2/6/2022,Nintendo WiiU,11
2/6/2022,Android,11
2/6/2022,Samsung,11
2/6/2022,(not set),11
2/7/2022,iOS,22119836
2/7/2022,Windows,17216318
2/7/2022,Android,12018974
2/7/2022,Windows,5371300
2/7/2022,Macintosh,4226189
2/7/2022,Macintosh,3382430
2/7/2022,iOS,1992243
2/7/2022,Windows,1512362
2/7/2022,Chrome OS,1385355
2/7/2022,Android,1363340
2/7/2022,Windows,767438
2/7/2022,iOS,717048
2/7/2022,Android,652877
2/7/2022,Linux,528928
2/7/2022,Macintosh,288620
2/7/2022,Windows,123837
2/7/2022,Android,115533
2/7/2022,Android,111867
2/7/2022,iOS,104297
2/7/2022,Linux,95165
2/7/2022,(not set),74968
2/7/2022,Android,64381
2/7/2022,iOS,56705
2/7/2022,Linux,30316
2/7/2022,Macintosh,29038
2/7/2022,Android,20499
2/7/2022,Macintosh,18206
2/7/2022,Android,17056
2/7/2022,Linux,13878
2/7/2022,Windows,13258
2/7/2022,Macintosh,9778
2/7/2022,(not set),9595
2/7/2022,Windows,8809
2/7/2022,(not set),7560
2/7/2022,(not set),5095
2/7/2022,Linux,5033
2/7/2022,Android,4714
2/7/2022,Windows,3979
2/7/2022,Android,3660
2/7/2022,Linux,2740
2/7/2022,(not set),2405
2/7/2022,Tizen,2273
2/7/2022,iOS,2017
2/7/2022,(not set),2016
2/7/2022,Windows,2015
2/7/2022,Android,1984
2/7/2022,OS/2,1879
2/7/2022,Linux,1794
2/7/2022,(not set),1772
2/7/2022,(not set),1681
2/7/2022,(not set),1642
2/7/2022,iOS,1173
2/7/2022,BlackBerry,936
2/7/2022,iOS,816
2/7/2022,Windows,806
2/7/2022,Playstation 4,801
2/7/2022,Windows,724
2/7/2022,(not set),720
2/7/2022,(not set),696
2/7/2022,(not set),695
2/7/2022,iOS,692
2/7/2022,(not set),562
2/7/2022,Windows Phone,519
2/7/2022,Android,503
2/7/2022,Android,502
2/7/2022,iOS,455
2/7/2022,Android,449
2/7/2022,iOS,448
2/7/2022,Macintosh,446
2/7/2022,(not set),438
2/7/2022,(not set),434
2/7/2022,(not set),404
2/7/2022,Android,381
2/7/2022,(not set),379
2/7/2022,Firefox OS,378
2/7/2022,Linux,346
2/7/2022,(not set),337
2/7/2022,Windows Phone,336
2/7/2022,(not set),315
2/7/2022,(not set),315
2/7/2022,(not set),289
2/7/2022,iOS,281
2/7/2022,(not set),271
2/7/2022,FreeBSD,267
2/7/2022,(not set),266
2/7/2022,Android,264
2/7/2022,(not set),253
2/7/2022,(not set),242
2/7/2022,iOS,229
2/7/2022,(not set),220
2/7/2022,BlackBerry,200
2/7/2022,Linux,198
2/7/2022,iOS,192
2/7/2022,UNIX,186
2/7/2022,(not set),183
2/7/2022,(not set),157
2/7/2022,(not set),155
2/7/2022,Macintosh,146
2/7/2022,Windows,135
2/7/2022,Windows,130
2/7/2022,(not set),128
2/7/2022,(not set),121
2/7/2022,Linux,117
2/7/2022,Macintosh,116
2/7/2022,OpenBSD,115
2/7/2022,Tizen,110
2/7/2022,(not set),108
2/7/2022,Samsung,106
2/7/2022,SymbianOS,106
2/7/2022,(not set),102
2/7/2022,Android,99
2/7/2022,Macintosh,99
2/7/2022,(not set),96
2/7/2022,(not set),93
2/7/2022,Playstation 3,91
2/7/2022,iOS,90
2/7/2022,iOS,82
2/7/2022,(not set),78
2/7/2022,(not set),78
2/7/2022,NetBSD,77
2/7/2022,Windows,77
2/7/2022,Windows,76
2/7/2022,(not set),73
2/7/2022,Linux,73
2/7/2022,iOS,69
2/7/2022,Xbox,68
2/7/2022,iOS,64
2/7/2022,(not set),61
2/7/2022,Sony,61
2/7/2022,Android,60
2/7/2022,(not set),59
2/7/2022,(not set),58
2/7/2022,(not set),52
2/7/2022,Android,51
2/7/2022,SunOS,49
2/7/2022,(not set),49
2/7/2022,(not set),48
2/7/2022,Android,48
2/7/2022,Android,47
2/7/2022,Linux,47
2/7/2022,(not set),45
2/7/2022,(not set),44
2/7/2022,(not set),43
2/7/2022,iOS,43
2/7/2022,SymbianOS,42
2/7/2022,Android,41
2/7/2022,Windows,39
2/7/2022,Android,39
2/7/2022,iOS,38
2/7/2022,Macintosh,38
2/7/2022,(not set),37
2/7/2022,(not set),36
2/7/2022,(not set),35
2/7/2022,(not set),34
2/7/2022,(not set),34
2/7/2022,(not set),33
2/7/2022,FreeBSD,32
2/7/2022,(not set),32
2/7/2022,Linux,32
2/7/2022,Playstation Vita,32
2/7/2022,OpenBSD,31
2/7/2022,iOS,31
2/7/2022,OS/2,31
2/7/2022,iOS,30
2/7/2022,iOS,30
2/7/2022,Linux,30
2/7/2022,iOS,30
2/7/2022,Android,30
2/7/2022,(not set),29
2/7/2022,Android,29
2/7/2022,(not set),27
2/7/2022,iOS,27
2/7/2022,(not set),26
2/7/2022,Windows,25
2/7/2022,SymbianOS,25
2/7/2022,SymbianOS,24
2/7/2022,(not set),23
2/7/2022,Android,23
2/7/2022,(not set),22
2/7/2022,Linux,22
2/7/2022,(not set),21
2/7/2022,NetBSD,20
2/7/2022,Android,19
2/7/2022,(not set),18
2/7/2022,iOS,18
2/7/2022,(not set),18
2/7/2022,(not set),18
2/7/2022,Samsung,17
2/7/2022,(not set),17
2/7/2022,iOS,16
2/7/2022,(not set),16
2/7/2022,(not set),16
2/7/2022,(not set),16
2/7/2022,(not set),16
2/7/2022,Macintosh,15
2/7/2022,(not set),15
2/7/2022,(not set),15
2/7/2022,Macintosh,15
2/7/2022,(not set),15
2/7/2022,(not set),15
2/7/2022,(not set),14
2/7/2022,(not set),13
2/7/2022,(not set),13
2/7/2022,(not set),13
2/7/2022,(not set),13
2/7/2022,Nintendo 3DS,13
2/7/2022,Nintendo 3DS,13
2/7/2022,BlackBerry,13
2/7/2022,Tizen,13
2/7/2022,FreeBSD,13
2/7/2022,PalmOS,12
2/7/2022,NetBSD,12
2/7/2022,Linux,12
2/7/2022,(not set),12
2/7/2022,iOS,12
2/7/2022,FreeBSD,12
2/7/2022,NetBSD,12
2/7/2022,(not set),12
2/7/2022,Android,12
2/7/2022,Nintendo WiiU,12
2/7/2022,(not set),12
2/7/2022,(not set),12
2/7/2022,Macintosh,12
2/7/2022,PalmOS,11
2/7/2022,Windows,11
2/7/2022,(not set),11
2/7/2022,iOS,11
2/7/2022,SymbianOS,11
2/7/2022,(not set),11
2/7/2022,(not set),11
2/7/2022,Sony,11
2/7/2022,(not set),11
2/8/2022,iOS,21491306
2/8/2022,Windows,16998701
2/8/2022,Android,11840581
2/8/2022,Windows,5303811
2/8/2022,Macintosh,4093018
2/8/2022,Macintosh,3252580
2/8/2022,iOS,1953997
2/8/2022,Windows,1473220
2/8/2022,Chrome OS,1438083
2/8/2022,Android,1343104
2/8/2022,iOS,768742
2/8/2022,Windows,762237
2/8/2022,Android,681043
2/8/2022,Linux,526288
2/8/2022,Macintosh,275805
2/8/2022,Windows,123304
2/8/2022,Android,111796
2/8/2022,Android,109797
2/8/2022,iOS,108225
2/8/2022,Linux,95312
2/8/2022,(not set),70994
2/8/2022,Android,61065
2/8/2022,iOS,47373
2/8/2022,Linux,31306
2/8/2022,Macintosh,28454
2/8/2022,Macintosh,18704
2/8/2022,Android,17458
2/8/2022,Android,17148
2/8/2022,Windows,12769
2/8/2022,Linux,12306
2/8/2022,(not set),9592
2/8/2022,Macintosh,9372
2/8/2022,(not set),7704
2/8/2022,(not set),7519
2/8/2022,Windows,6062
2/8/2022,(not set),5013
2/8/2022,Linux,4620
2/8/2022,Windows,4387
2/8/2022,Android,4022
2/8/2022,(not set),3862
2/8/2022,Android,3755
2/8/2022,Linux,2738
2/8/2022,(not set),2428
2/8/2022,(not set),2370
2/8/2022,Tizen,2130
2/8/2022,(not set),2110
2/8/2022,(not set),2015
2/8/2022,Android,1914
2/8/2022,Windows,1792
2/8/2022,Linux,1769
2/8/2022,OS/2,1720
2/8/2022,iOS,1586
2/8/2022,Windows,1348
2/8/2022,iOS,1052
2/8/2022,iOS,1003
2/8/2022,BlackBerry,872
2/8/2022,Windows,808
2/8/2022,(not set),720
2/8/2022,Playstation 4,717
2/8/2022,(not set),700
2/8/2022,(not set),674
2/8/2022,Android,617
2/8/2022,(not set),563
2/8/2022,Windows Phone,499
2/8/2022,iOS,488
2/8/2022,(not set),486
2/8/2022,Android,467
2/8/2022,iOS,443
2/8/2022,iOS,439
2/8/2022,(not set),432
2/8/2022,Macintosh,418
2/8/2022,iOS,412
2/8/2022,(not set),390
2/8/2022,Android,363
2/8/2022,(not set),356
2/8/2022,Android,342
2/8/2022,(not set),337
2/8/2022,iOS,327
2/8/2022,Windows Phone,319
2/8/2022,(not set),318
2/8/2022,Firefox OS,312
2/8/2022,Linux,310
2/8/2022,(not set),303
2/8/2022,(not set),278
2/8/2022,FreeBSD,276
2/8/2022,(not set),273
2/8/2022,UNIX,253
2/8/2022,(not set),251
2/8/2022,(not set),250
2/8/2022,(not set),246
2/8/2022,iOS,234
2/8/2022,Android,232
2/8/2022,(not set),223
2/8/2022,(not set),214
2/8/2022,BlackBerry,203
2/8/2022,Linux,199
2/8/2022,(not set),174
2/8/2022,(not set),169
2/8/2022,Linux,167
2/8/2022,Macintosh,154
2/8/2022,(not set),151
2/8/2022,Windows,149
2/8/2022,Windows,145
2/8/2022,Linux,140
2/8/2022,Macintosh,139
2/8/2022,Samsung,127
2/8/2022,iOS,125
2/8/2022,iOS,115
2/8/2022,OpenBSD,114
2/8/2022,Macintosh,110
2/8/2022,Playstation 3,108
2/8/2022,(not set),106
2/8/2022,(not set),102
2/8/2022,iOS,91
2/8/2022,(not set),89
2/8/2022,Android,87
2/8/2022,(not set),85
2/8/2022,NetBSD,82
2/8/2022,Linux,80
2/8/2022,(not set),74
2/8/2022,SymbianOS,69
2/8/2022,(not set),67
2/8/2022,Sony,65
2/8/2022,(not set),63
2/8/2022,iOS,59
2/8/2022,(not set),58
2/8/2022,(not set),57
2/8/2022,Xbox,55
2/8/2022,Windows,54
2/8/2022,iOS,54
2/8/2022,Android,53
2/8/2022,Android,52
2/8/2022,Android,50
2/8/2022,(not set),49
2/8/2022,iOS,49
2/8/2022,OS/2,49
2/8/2022,iOS,45
2/8/2022,Windows,44
2/8/2022,Android,42
2/8/2022,(not set),42
2/8/2022,Android,42
2/8/2022,SymbianOS,40
2/8/2022,Android,39
2/8/2022,SunOS,37
2/8/2022,(not set),37
2/8/2022,(not set),35
2/8/2022,FreeBSD,34
2/8/2022,Linux,34
2/8/2022,Android,32
2/8/2022,iOS,31
2/8/2022,iOS,31
2/8/2022,(not set),31
2/8/2022,(not set),31
2/8/2022,(not set),30
2/8/2022,SymbianOS,29
2/8/2022,(not set),28
2/8/2022,Linux,28
2/8/2022,Windows,28
2/8/2022,(not set),27
2/8/2022,Linux,27
2/8/2022,Tizen,26
2/8/2022,Linux,26
2/8/2022,(not set),25
2/8/2022,Android,25
2/8/2022,(not set),24
2/8/2022,Nintendo 3DS,24
2/8/2022,iOS,23
2/8/2022,Android,23
2/8/2022,(not set),22
2/8/2022,iOS,22
2/8/2022,(not set),22
2/8/2022,(not set),21
2/8/2022,(not set),21
2/8/2022,iOS,19
2/8/2022,Macintosh,19
2/8/2022,(not set),19
2/8/2022,(not set),18
2/8/2022,PalmOS,17
2/8/2022,(not set),17
2/8/2022,(not set),17
2/8/2022,OpenBSD,16
2/8/2022,(not set),16
2/8/2022,Samsung,16
2/8/2022,iOS,16
2/8/2022,(not set),16
2/8/2022,(not set),16
2/8/2022,Macintosh,16
2/8/2022,(not set),15
2/8/2022,Macintosh,15
2/8/2022,SymbianOS,15
2/8/2022,(not set),15
2/8/2022,(not set),15
2/8/2022,(not set),15
2/8/2022,(not set),14
2/8/2022,NetBSD,14
2/8/2022,Linux,14
2/8/2022,(not set),14
2/8/2022,iOS,14
2/8/2022,Windows,14
2/8/2022,(not set),14
2/8/2022,(not set),14
2/8/2022,Linux,13
2/8/2022,(not set),13
2/8/2022,(not set),13
2/8/2022,SymbianOS,13
2/8/2022,Playstation Vita,13
2/8/2022,Tizen,13
2/8/2022,iOS,13
2/8/2022,(not set),13
